MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward (ignored), MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, MoveForward, GetBattleInfo, GetBattleInfo, MoveForward
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, Shoot (ignored), MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, Shoot (ignored), MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, GetBattleInfo, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, Shoot (ignored), MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, Shoot (ignored), MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, GetBattleInfo, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, Shoot (ignored), MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, Shoot (ignored), MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, Shoot (ignored), MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, GetBattleInfo, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
MoveForward (ignored), killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, MoveForward (ignored), MoveForward (ignored), killed, killed, killed, MoveForward (ignored), killed, MoveForward (ignored), killed, DoNothing, MoveForward (ignored), MoveForward (ignored), killed, MoveForward (ignored), killed, killed, killed, killed, MoveForward (ignored)
